0,150,0,-121.353,88.1678,46.3526,-142.658,46.3525,142.659,-121.353,-88.1678,-25,-0,20.2254,-14.6946,-7.72543,23.7764,-7.72541,-23.7764,20.2254,14.6946
0.25,149.75,0,-121.15,88.0208,46.2753,-142.421,46.2752,142.421,-121.15,-88.0209,-24.75,0,20.0232,-14.5477,-7.64817,23.5386,-7.64815,-23.5387,20.0232,14.5477
0.5,149.5,0,-120.948,87.8739,46.1981,-142.183,46.1979,142.183,-120.948,-87.8739,-24.5851,-0.187862,20.0001,-14.2987,-7.77587,23.3237,-7.41852,-23.4398,19.7793,14.6027
0.75,149.25,0,-120.746,87.7269,46.1208,-141.945,46.1207,141.945,-120.746,-87.727,-24.3351,-0.186915,19.7973,-14.1526,-7.69771,23.0863,-7.34216,-23.2018,19.5778,14.4548
1,149,0,-120.544,87.58,46.0435,-141.707,46.0434,141.707,-120.544,-87.58,-24.1708,-0.375413,19.7756,-13.9036,-7.8263,22.8718,-7.11214,-23.1038,19.3341,14.5107
1.25,148.75,0,-120.341,87.433,45.9663,-141.47,45.9662,141.47,-120.341,-87.4331,-23.9208,-0.373505,19.5722,-13.7582,-7.74723,22.6346,-7.03671,-22.8655,19.1334,14.3617
1.5,148.5,0,-120.139,87.2861,45.889,-141.232,45.8889,141.232,-120.139,-87.2861,-23.7574,-0.562647,19.5517,-13.5091,-7.87671,22.4206,-6.8063,-22.7685,18.89,14.4187
1.75,148.25,0,-119.937,87.1391,45.8118,-140.994,45.8117,140.994,-119.937,-87.1392,-23.5074,-0.559762,19.3478,-13.3645,-7.79672,22.1838,-6.7318,-22.5298,18.69,14.2686
2,148,0,-119.735,86.9922,45.7345,-140.756,45.7344,140.756,-119.734,-86.9922,-23.3447,-0.749554,19.3286,-13.1154,-7.92711,21.9703,-6.50101,-22.4337,18.4468,14.3265
2.25,147.75,0,-119.532,86.8452,45.6573,-140.519,45.6572,140.519,-119.532,-86.8453,-23.0947,-0.745679,19.1241,-12.9717,-7.84618,21.7337,-6.42745,-22.1948,18.2477,14.1754
2.5,147.5,0,-119.33,86.6983,45.58,-140.281,45.5799,140.281,-119.33,-86.6983,-22.9327,-0.936129,19.1063,-12.7225,-7.97748,21.5207,-6.19628,-22.0996,18.0047,14.2343
2.75,147.25,0,-119.128,86.5513,45.5028,-140.043,45.5026,140.043,-119.128,-86.5514,-22.6828,-0.931248,18.9012,-12.5796,-7.8956,21.2845,-6.12368,-21.8604,17.8064,14.082
3,147,0,-118.925,86.4044,45.4255,-139.805,45.4254,139.805,-118.925,-86.4044,-22.5216,-1.12236,18.8847,-12.3304,-8.02783,21.072,-5.89211,-21.7662,17.5637,14.1419
3.25,146.75,0,-118.723,86.2574,45.3483,-139.568,45.3481,139.568,-118.723,-86.2575,-22.2717,-1.11646,18.679,-12.1883,-7.94498,20.8361,-5.8205,-21.5267,17.3662,13.9886
3.5,146.5,0,-118.521,86.1105,45.271,-139.33,45.2709,139.33,-118.521,-86.1105,-22.1113,-1.30825,18.664,-11.9391,-8.07816,20.6242,-5.58854,-21.4334,17.1237,14.0495
3.75,146.25,0,-118.319,85.9635,45.1937,-139.092,45.1936,139.092,-118.319,-85.9636,-21.8614,-1.30131,18.4577,-11.7978,-7.99433,20.3886,-5.51791,-21.1936,16.9271,13.8951
4,146,0,-118.116,85.8166,45.1165,-138.854,45.1164,138.854,-118.116,-85.8166,-21.7019,-1.49377,18.4441,-11.5486,-8.12845,20.1772,-5.28556,-21.1013,16.6849,13.957
4.25,145.75,0,-117.914,85.6696,45.0392,-138.617,45.0391,138.617,-117.914,-85.6697,-21.452,-1.48578,18.2372,-11.4082,-8.04362,19.942,-5.21595,-20.8612,16.4892,13.8015
