0,150,0,-121.353,88.1678,46.3526,-142.658,46.3525,142.659,-121.353,-88.1678
0.25,149.75,0,-121.15,88.0208,46.2753,-142.421,46.2752,142.421,-121.15,-88.0209
0.5,149.5,0,-120.948,87.8739,46.1981,-142.183,46.1979,142.183,-120.948,-87.8739
0.75,149.25,0,-120.746,87.7269,46.1208,-141.945,46.1207,141.945,-120.746,-87.727
1,149,0,-120.544,87.58,46.0435,-141.707,46.0434,141.707,-120.544,-87.58
1.25,148.75,0,-120.341,87.433,45.9663,-141.47,45.9662,141.47,-120.341,-87.4331
1.5,148.5,0,-120.139,87.2861,45.889,-141.232,45.8889,141.232,-120.139,-87.2861
1.75,148.25,0,-119.937,87.1391,45.8118,-140.994,45.8117,140.994,-119.937,-87.1392
2,148,0,-119.735,86.9922,45.7345,-140.756,45.7344,140.756,-119.734,-86.9922
2.25,147.75,0,-119.532,86.8452,45.6573,-140.519,45.6572,140.519,-119.532,-86.8453
2.5,147.5,0,-119.33,86.6983,45.58,-140.281,45.5799,140.281,-119.33,-86.6983
2.75,147.25,0,-119.128,86.5513,45.5028,-140.043,45.5026,140.043,-119.128,-86.5514
3,147,0,-118.925,86.4044,45.4255,-139.805,45.4254,139.805,-118.925,-86.4044
3.25,146.75,0,-118.723,86.2574,45.3483,-139.568,45.3481,139.568,-118.723,-86.2575
3.5,146.5,0,-118.521,86.1105,45.271,-139.33,45.2709,139.33,-118.521,-86.1105
3.75,146.25,0,-118.319,85.9635,45.1937,-139.092,45.1936,139.092,-118.319,-85.9636
4,146,0,-118.116,85.8166,45.1165,-138.854,45.1164,138.854,-118.116,-85.8166
4.25,145.75,0,-117.914,85.6696,45.0392,-138.617,45.0391,138.617,-117.914,-85.6697
4.5,145.5,0,-117.712,85.5227,44.962,-138.379,44.9619,138.379,-117.712,-85.5227
4.75,145.25,0,-117.51,85.3757,44.8847,-138.141,44.8846,138.141,-117.51,-85.3758
5,145,0,-117.307,85.2288,44.8075,-137.903,44.8073,137.903,-117.307,-85.2288
5.25,144.75,0,-117.105,85.0818,44.7302,-137.665,44.7301,137.665,-117.105,-85.0819
5.5,144.5,0,-116.903,84.9349,44.653,-137.428,44.6528,137.428,-116.903,-84.9349
5.75,144.25,0,-116.701,84.7879,44.5757,-137.19,44.5756,137.19,-116.701,-84.788
6,144,0,-116.498,84.641,44.4984,-136.952,44.4983,136.952,-116.498,-84.641
6.25,143.75,0,-116.296,84.494,44.4212,-136.714,44.4211,136.714,-116.296,-84.4941
6.5,143.5,0,-116.094,84.3471,44.3439,-136.477,44.3438,136.477,-116.094,-84.3471
6.75,143.25,0,-115.892,84.2001,44.2667,-136.239,44.2666,136.239,-115.892,-84.2002
7,143,0,-115.689,84.0532,44.1894,-136.001,44.1893,136.001,-115.689,-84.0532
7.25,142.75,0,-115.487,83.9062,44.1122,-135.763,44.112,135.763,-115.487,-83.9063
7.5,142.5,0,-115.285,83.7593,44.0349,-135.526,44.0348,135.526,-115.285,-83.7593
7.75,142.25,0,-115.083,83.6123,43.9577,-135.288,43.9575,135.288,-115.083,-83.6124
8,142,0,-114.88,83.4654,43.8804,-135.05,43.8803,135.05,-114.88,-83.4654
8.25,141.75,0,-114.678,83.3184,43.8031,-134.812,43.803,134.812,-114.678,-83.3185
8.5,141.5,0,-114.476,83.1715,43.7259,-134.575,43.7258,134.575,-114.476,-83.1715
8.75,141.25,0,-114.274,83.0245,43.6486,-134.337,43.6485,134.337,-114.274,-83.0246
9,141,0,-114.071,82.8776,43.5714,-134.099,43.5713,134.099,-114.071,-82.8776
9.25,140.75,0,-113.869,82.7306,43.4941,-133.861,43.494,133.861,-113.869,-82.7307
9.5,140.5,0,-113.667,82.5837,43.4169,-133.624,43.4168,133.624,-113.667,-82.5837
9.75,140.25,0,-113.465,82.4367,43.3396,-133.386,43.3395,133.386,-113.465,-82.4368
10,140,0,-113.262,82.2898,43.2624,-133.148,43.2622,133.148,-113.262,-82.2898
10.25,139.75,0,-113.06,82.1428,43.1851,-132.91,43.185,132.91,-113.06,-82.1429
10.5,139.5,0,-112.858,81.9959,43.1078,-132.672,43.1077,132.672,-112.858,-81.9959
10.75,139.25,0,-112.656,81.8489,43.0306,-132.435,43.0305,132.435,-112.656,-81.849
11,139,0,-112.453,81.702,42.9533,-132.197,42.9532,132.197,-112.453,-81.702
11.25,138.75,0,-112.251,81.555,42.8761,-131.959,42.876,131.959,-112.251,-81.5551
11.5,138.5,0,-112.049,81.4081,42.7988,-131.721,42.7987,131.721,-112.049,-81.4081
11.75,138.25,0,-111.847,81.2611,42.7216,-131.484,42.7215,131.484,-111.847,-81.2612
12,138,0,-111.644,81.1142,42.6443,-131.246,42.6442,131.246,-111.644,-81.1142
12.25,137.75,0,-111.442,80.9672,42.5671,-131.008,42.5669,131.008,-111.442,-80.9673
12.5,137.5,0,-111.24,80.8203,42.4898,-130.77,42.4897,130.77,-111.24,-80.8203
12.75,137.25,0,-111.038,80.6733,42.4126,-130.533,42.4124,130.533,-111.038,-80.6734
13,137,0,-110.835,80.5264,42.3353,-130.295,42.3352,130.295,-110.835,-80.5264
13.25,136.75,0,-110.633,80.3794,42.258,-130.057,42.2579,130.057,-110.633,-80.3795
13.5,136.5,0,-110.431,80.2325,42.1808,-129.819,42.1807,129.819,-110.431,-80.2325
13.75,136.25,0,-110.229,80.0855,42.1035,-129.582,42.1034,129.582,-110.228,-80.0856
14,136,0,-110.026,79.9386,42.0263,-129.344,42.0262,129.344,-110.026,-79.9386
14.25,135.75,0,-109.824,79.7916,41.949,-129.106,41.9489,129.106,-109.824,-79.7917
14.5,135.5,0,-109.622,79.6447,41.8718,-128.868,41.8716,128.868,-109.622,-79.6447
14.75,135.25,0,-109.419,79.4977,41.7945,-128.63,41.7944,128.631,-109.419,-79.4978
15,135,0,-109.217,79.3508,41.7173,-128.393,41.7171,128.393,-109.217,-79.3508
15.25,134.75,0,-109.015,79.2038,41.64,-128.155,41.6399,128.155,-109.015,-79.2039
15.5,134.5,0,-108.813,79.0569,41.5627,-127.917,41.5626,127.917,-108.813,-79.0569
15.75,134.25,0,-108.61,78.9099,41.4855,-127.679,41.4854,127.679,-108.61,-78.91
16,134,0,-108.408,78.763,41.4082,-127.442,41.4081,127.442,-108.408,-78.763
16.25,133.75,0,-108.206,78.616,41.331,-127.204,41.3309,127.204,-108.206,-78.6161
16.5,133.5,0,-108.004,78.4691,41.2537,-126.966,41.2536,126.966,-108.004,-78.4691
16.75,133.25,0,-107.801,78.3221,41.1765,-126.728,41.1763,126.728,-107.801,-78.3222
17,133,0,-107.599,78.1752,41.0992,-126.491,41.0991,126.491,-107.599,-78.1752
17.25,132.75,0,-107.397,78.0282,41.022,-126.253,41.0218,126.253,-107.397,-78.0283
17.5,132.5,0,-107.195,77.8813,40.9447,-126.015,40.9446,126.015,-107.195,-77.8813
17.75,132.25,0,-106.992,77.7343,40.8674,-125.777,40.8673,125.777,-106.992,-77.7344
18,132,0,-106.79,77.5874,40.7902,-125.54,40.7901,125.54,-106.79,-77.5874
18.25,131.75,0,-106.588,77.4404,40.7129,-125.302,40.7128,125.302,-106.588,-77.4405
18.5,131.5,0,-106.386,77.2935,40.6357,-125.064,40.6356,125.064,-106.386,-77.2935
18.75,131.25,0,-106.183,77.1465,40.5584,-124.826,40.5583,124.826,-106.183,-77.1466
19,131,0,-105.981,76.9996,40.4812,-124.589,40.4811,124.589,-105.981,-76.9996
19.25,130.75,0,-105.779,76.8526,40.4039,-124.351,40.4038,124.351,-105.779,-76.8527
19.5,130.5,0,-105.577,76.7057,40.3267,-124.113,40.3265,124.113,-105.577,-76.7057
19.75,130.25,0,-105.374,76.5587,40.2494,-123.875,40.2493,123.875,-105.374,-76.5588
20,130,0,-105.172,76.4118,40.1721,-123.637,40.172,123.638,-105.172,-76.4118
20.25,129.75,0,-104.97,76.2648,40.0949,-123.4,40.0948,123.4,-104.97,-76.2649
20.5,129.5,0,-104.768,76.1179,40.0176,-123.162,40.0175,123.162,-104.768,-76.1179
20.75,129.25,0,-104.565,75.9709,39.9404,-122.924,39.9403,122.924,-104.565,-75.971
21,129,0,-104.363,75.824,39.8631,-122.686,39.863,122.686,-104.363,-75.824
21.25,128.75,0,-104.161,75.677,39.7859,-122.449,39.7858,122.449,-104.161,-75.6771
21.5,128.5,0,-103.959,75.5301,39.7086,-122.211,39.7085,122.211,-103.959,-75.5301
21.75,128.25,0,-103.756,75.3831,39.6314,-121.973,39.6312,121.973,-103.756,-75.3832
22,128,0,-103.554,75.2362,39.5541,-121.735,39.554,121.735,-103.554,-75.2362
22.25,127.75,0,-103.352,75.0892,39.4769,-121.498,39.4767,121.498,-103.352,-75.0893
22.5,127.5,0,-103.15,74.9423,39.3996,-121.26,39.3995,121.26,-103.15,-74.9423
22.75,127.25,0,-102.947,74.7953,39.3223,-121.022,39.3222,121.022,-102.947,-74.7954
23,127,0,-102.745,74.6484,39.2451,-120.784,39.245,120.784,-102.745,-74.6484
23.25,126.75,0,-102.543,74.5014,39.1678,-120.547,39.1677,120.547,-102.543,-74.5015
23.5,126.5,0,-102.341,74.3545,39.0906,-120.309,39.0905,120.309,-102.341,-74.3545
23.75,126.25,0,-102.138,74.2076,39.0133,-120.071,39.0132,120.071,-102.138,-74.2076
24,126,0,-101.936,74.0606,38.9361,-119.833,38.9359,119.833,-101.936,-74.0606
24.25,125.75,0,-101.734,73.9137,38.8588,-119.596,38.8587,119.596,-101.734,-73.9137
24.5,125.5,0,-101.532,73.7667,38.7816,-119.358,38.7814,119.358,-101.532,-73.7667
24.75,125.25,0,-101.329,73.6198,38.7043,-119.12,38.7042,119.12,-101.329,-73.6198
25,125,0,-101.127,73.4728,38.627,-118.882,38.6269,118.882,-101.127,-73.4728
25.25,124.75,0,-100.925,73.3259,38.5498,-118.644,38.5497,118.645,-100.925,-73.3259
25.5,124.5,0,-100.723,73.1789,38.4725,-118.407,38.4724,118.407,-100.722,-73.1789
25.75,124.25,0,-100.52,73.032,38.3953,-118.169,38.3952,118.169,-100.52,-73.032
26,124,0,-100.318,72.885,38.318,-117.931,38.3179,117.931,-100.318,-72.885
26.25,123.75,0,-100.116,72.7381,38.2408,-117.693,38.2407,117.693,-100.116,-72.7381
26.5,123.5,0,-99.9135,72.5911,38.1635,-117.456,38.1634,117.456,-99.9135,-72.5911
26.75,123.25,0,-99.7112,72.4442,38.0863,-117.218,38.0861,117.218,-99.7112,-72.4442
27,123,0,-99.509,72.2972,38.009,-116.98,38.0089,116.98,-99.509,-72.2972
27.25,122.75,0,-99.3067,72.1503,37.9317,-116.742,37.9316,116.742,-99.3067,-72.1503
27.5,122.5,0,-99.1045,72.0033,37.8545,-116.505,37.8544,116.505,-99.1044,-72.0033
27.75,122.25,0,-98.9022,71.8564,37.7772,-116.267,37.7771,116.267,-98.9022,-71.8564
28,122,0,-98.7,71.7094,37.7,-116.029,37.6999,116.029,-98.6999,-71.7094
28.25,121.75,0,-98.4977,71.5625,37.6227,-115.791,37.6226,115.791,-98.4977,-71.5625
28.5,121.5,0,-98.2954,71.4155,37.5455,-115.554,37.5454,115.554,-98.2954,-71.4156
28.75,121.25,0,-98.0932,71.2686,37.4682,-115.316,37.4681,115.316,-98.0932,-71.2686
29,121,0,-97.8909,71.1216,37.391,-115.078,37.3908,115.078,-97.8909,-71.1217
29.25,120.75,0,-97.6887,70.9747,37.3137,-114.84,37.3136,114.84,-97.6887,-70.9747
29.5,120.5,0,-97.4864,70.8277,37.2365,-114.603,37.2363,114.603,-97.4864,-70.8278
29.75,120.25,0,-97.2842,70.6808,37.1592,-114.365,37.1591,114.365,-97.2841,-70.6808
